stair.thisTrialN,stair.stepSize,stair.intensity,text.started,key_resp.started,key_resp.keys,key_resp.rt,ISI.started,trial_resp.started,response.started,stair.response,trial_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
9,30,380.0,,,,,0.6014615000458434,369.0757840999868,369.0757840999868,1,2.7935278000077233,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
10,30,350.0,,,,,0.600638700008858,375.42500570003176,375.42500570003176,0,1.5857293999870308,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
11,30,380.0,,,,,0.6005363000440411,380.5741919000284,380.5741919000284,0,0.2571837999857962,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
12,30,400.0,,,,,0.6014027000055648,384.39083470002515,384.39083470002515,0,0.27912230003857985,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
13,30,400.0,,,,,0.6004748000414111,388.22334900003625,388.22334900003625,0,3.6374258000287227,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
14,30,400.0,,,,,0.601925199967809,395.42254599998705,395.42254599998705,0,4.749676000035834,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
15,30,400.0,,,,,0.6010876999935135,403.7216356000281,403.7216356000281,1,7.81325210002251,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
16,30,400.0,,,,,0.6007855000207201,415.08653770003,415.08653770003,0,3.905645299993921,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
17,30,400.0,,,,,0.601442200015299,422.55236989998957,422.55236989998957,0,2.8781569999991916,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
18,30,400.0,,,,,0.6010466999723576,428.9846684000222,428.9846684000222,0,4.672019399993587,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
19,30,400.0,,,,,0.6012297999695875,437.2174490999896,437.2174490999896,0,2.417113600007724,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
20,30,400.0,,,,,0.6020310999592766,443.1999891999876,443.1999891999876,0,1.1606080000055954,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
21,30,400.0,,,,,0.6008058000006713,447.9164856999996,447.9164856999996,0,2.948547200008761,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
22,30,400.0,,,,,0.6014283000258729,454.4147643999895,454.4147643999895,0,2.71426869998686,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
23,30,400.0,,,,,0.6011441000155173,460.68110849999357,460.68110849999357,0,1.07626869995147,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
24,30,400.0,,,,,0.601913099992089,465.31379710003966,465.31379710003966,0,1.6222177000017837,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
25,30,400.0,,,,,0.6014677999773994,470.49646490003215,470.49646490003215,0,1.4196658000000753,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
26,30,400.0,,,,,0.6007972999941558,475.47891990002245,475.47891990002245,0,1.0896079000085592,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
27,30,400.0,,,,,0.6016863000113517,480.12867250002455,480.12867250002455,0,0.9808299000142142,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
28,30,400.0,,,,,0.6011677999631502,484.6611837000237,484.6611837000237,0,2.1163641000166535,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
29,30,400.0,,,,,0.6005115999723785,490.3270157999941,490.3270157999941,0,1.7677240000339225,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
30,30,400.0,,,,,0.6008995000156574,495.66016620001756,495.66016620001756,0,1.4477143000112846,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
31,30,400.0,,,,,0.6013404999976046,500.6589281000197,500.6589281000197,0,2.178155500034336,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
32,30,400.0,,,,,0.601693200005684,506.391497500008,506.391497500008,0,2.268386500014458,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
33,30,400.0,,,,,0.6007180999731645,512.2242341000238,512.2242341000238,0,0.2030450999736786,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
34,30,400.0,,,,,0.6010721000493504,515.990506800008,515.990506800008,0,2.067700200015679,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
35,30,400.0,,,,,0.6018388999509625,521.6230261999881,521.6230261999881,0,0.9925341000198387,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
36,30,400.0,,,,,0.6009823000058532,526.1725683000404,526.1725683000404,0,1.910795199975837,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
37,30,400.0,,,,,0.6017927000066265,531.6383534999914,531.6383534999914,0,3.067270799947437,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
38,30,400.0,,,,,0.6003597999806516,538.2708126000362,538.2708126000362,0,1.6397006000042893,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
39,30,400.0,,,,,0.6007078000111505,543.4706425000331,543.4706425000331,0,0.06356979999691248,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
40,30,400.0,,,,,0.6015074999886565,547.0865008000401,547.0865008000401,0,0.5043330999906175,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
41,30,400.0,,,,,0.60117140004877,551.1526488999953,551.1526488999953,0,1.9600419999915175,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
42,30,400.0,,,,,0.6005324999568984,556.6684583000024,556.6684583000024,0,0.8885695999488235,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
43,30,400.0,,,,,0.6002951999544166,561.117783099995,561.117783099995,0,1.6553171999985352,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
44,30,400.0,,,,,0.600256800011266,566.3337169000297,566.3337169000297,0,0.08148769999388605,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
45,30,400.0,,,,,0.6013440000242554,569.9665658000158,569.9665658000158,0,1.2715659000095911,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
46,30,400.0,,,,,0.6014921999885701,574.7998765000375,574.7998765000375,0,0.5721027000108734,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
47,30,400.0,,,,,0.6012664000154473,578.9326129000401,578.9326129000401,0,4.613197600003332,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
48,30,400.0,,,,,0.6014477999997325,587.1146088000387,587.1146088000387,0,17.077322700002696,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
49,30,400.0,,,,,0.6011476999847218,607.745078900014,607.745078900014,0,10.037885600002483,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
50,30,400.0,,,,,0.6016479000099935,621.3432557000197,621.3432557000197,0,1.358109000022523,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
51,30,400.0,,,,,0.6014762999839149,626.2592679000227,626.2592679000227,0,1.060091299994383,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
52,30,400.0,,,,,0.6015208999742754,630.8756444000173,630.8756444000173,0,0.5429279999807477,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
53,30,400.0,,,,,0.6012639000546187,634.9749084000359,634.9749084000359,0,1.0453423999715596,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
54,30,400.0,,,,,0.6017861000145786,639.574494600005,639.574494600005,0,0.9950603999895975,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
55,30,400.0,,,,,0.6010446999571286,644.1240601000027,644.1240601000027,0,1.611132100049872,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
56,30,400.0,,,,,0.601433600008022,649.2900565000018,649.2900565000018,0,0.35531720001017675,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
57,30,400.0,,,,,0.601609900011681,653.2066055000178,653.2066055000178,0,2.1936116000288166,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
58,30,400.0,,,,,0.6019170999643393,658.9552477000398,658.9552477000398,0,0.6324853000114672,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
59,30,400.0,,,,,0.6011404999881051,663.13851780002,663.13851780002,0,1.2307490999810398,826353,001,2023-02-16_14h10.18.373,Adaptive_staircase_Diar,2022.2.5,60.087198541965115,
,,,,,,,0.6015652000205591,,,,,,,,,,,
