stair.thisTrialN,stair.stepSize,stair.intensity,text.started,key_resp.started,key_resp.keys,key_resp.rt,ISI.started,trial_resp.started,response.started,stair.response,trial_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,39.25629889999982,39.25629889999982,space,1.3948655999847688,,,,,,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
0,40,300.0,,,,,0.6289183999761008,44.24783320003189,44.24783320003189,1,1.2381938000326045,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
1,40,260.0,,,,,0.6012218999676406,49.04704760003369,49.04704760003369,0,2.7668042999575846,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
2,40,300.0,,,,,0.6013098999974318,55.36330359999556,55.36330359999556,0,2.369226700044237,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
3,40,340.0,,,,,0.6013936000526883,61.295895499992184,61.295895499992184,0,7.785157300007995,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
4,40,380.0,,,,,0.6006882000365295,72.64466039999388,72.64466039999388,1,0.8646124000078999,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
5,40,380.0,,,,,0.6014242999954149,77.06056220002938,77.06056220002938,1,0.9614011999801733,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
6,40,340.0,,,,,0.6003956000204198,81.57649240002502,81.57649240002502,1,0.391162300016731,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
7,30,340.0,,,,,0.6019338999758475,85.52589290001197,85.52589290001197,0,0.34432619996368885,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
8,30,370.0,,,,,0.6009481999790296,89.4254832000006,89.4254832000006,1,0.27556030004052445,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
9,30,370.0,,,,,0.6019260999746621,93.25840480002807,93.25840480002807,0,0.5954435999738052,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
10,30,400.0,,,,,0.6005677999928594,97.40808289998677,97.40808289998677,1,0.6028709999518469,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
11,30,400.0,,,,,0.6016219999874011,101.5740722999908,101.5740722999908,0,0.6494734000298195,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
12,30,400.0,,,,,0.6013708999962546,105.77372739999555,105.77372739999555,0,0.5889759000274353,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
13,30,400.0,,,,,0.6013339999481104,109.92326140002115,109.92326140002115,0,0.5199613000149839,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
14,30,400.0,,,,,0.600291799986735,114.00552990002325,114.00552990002325,1,1.4180359999882057,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
15,30,400.0,,,,,0.6014155999873765,118.98817900003633,118.98817900003633,1,0.48493179999059066,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
16,30,370.0,,,,,0.6015070999856107,123.03795279999031,123.03795279999031,0,0.5322735000518151,587696,001,2023-02-16_14h26.52.568,Adaptive_staircase_Diar,2022.2.5,60.113855634753534,
